Id,Target
013205_008,7
007978_006,5
006144_006,5
020112_003,2
036102_003,2
025378_006,5
034154_001,0
013790_001,0
013359_001,0
028135_005,4
028941_001,0
014177_002,1
003422_008,7
020775_007,6
005456_006,5
012340_006,5
035228_002,1
007772_008,7
001633_002,1
021948_002,1
000817_005,4
035510_009,8
017600_006,5
032834_001,0
011635_006,5
011922_001,0
006009_008,7
038241_003,2
036756_001,0
029331_007,6
007655_006,5
034130_004,3
018877_003,2
017639_002,1
003853_001,0
017602_001,0
011645_009,8
006190_004,3
039016_007,6
020511_003,2
036373_009,8
006828_008,7
021423_005,4
027279_001,0
013216_002,1
037932_004,3
030414_001,0
015027_007,6
012934_009,8
030871_004,3
027892_001,0
000069_003,2
028599_009,8
027157_006,5
019692_002,1
020640_008,7
037392_003,2
013654_001,0
022594_005,4
028831_003,2
008412_009,8
014679_006,5
008360_006,5
015285_008,7
028400_002,1
038283_006,5
037415_001,0
014498_006,5
016771_008,7
008760_001,0
006912_009,8
010607_004,3
020465_005,4
010330_001,0
030275_001,0
038586_002,1
002273_005,4
015508_001,0
023123_009,8
000760_002,1
017592_005,4
030958_006,5
033730_006,5
016703_006,5
037804_001,0
033237_002,1
026156_008,7
025882_009,8
003555_008,7
039063_008,7
015982_007,6
039377_008,7
037056_002,1
003421_006,5
016141_002,1
036813_008,7
039045_002,1
003754_001,0
005518_006,5
031722_007,6
034697_001,0
038015_009,8
002765_002,1
021530_009,8
008074_002,1
001983_006,5
016231_006,5
022840_007,6
018940_007,6
031539_009,8
038776_008,7
031265_001,0
029412_002,1
025791_005,4
006282_006,5
003982_001,0
014517_007,6
007449_002,1
027183_007,6
030681_008,7
005105_002,1
012740_001,0
030444_007,6
027253_002,1
001371_001,0
016252_008,7
000206_002,1
038358_008,7
015877_002,1
025596_007,6
034062_003,2
008447_006,5
037914_005,4
038507_001,0
024047_001,0
005327_007,6
009050_003,2
037381_002,1
020089_001,0
023824_008,7
007574_006,5
016138_002,1
004227_001,0
010414_003,2
034550_001,0
013102_002,1
006222_001,0
038438_001,0
026547_001,0
029844_006,5
017695_006,5
036431_003,2
009810_007,6
002882_005,4
039287_006,5
004952_002,1
010820_002,1
007045_001,0
028872_006,5
019181_008,7
023629_003,2
009441_006,5
036356_009,8
025986_003,2
005952_009,8
017715_007,6
008701_001,0
009749_009,8
001253_001,0
028633_003,2
006284_001,0
011362_009,8
021133_002,1
023767_001,0
037730_009,8
012310_007,6
014373_005,4
030330_002,1
017354_001,0
007074_004,3
038369_006,5
022005_001,0
028174_005,4
030428_001,0
000851_005,4
011743_008,7
036421_003,2
017651_003,2
010805_009,8
019538_001,0
013334_002,1
039208_003,2
027035_008,7
024701_001,0
023730_007,6
009772_006,5
031799_001,0
006036_009,8
013666_007,6
019720_002,1
020404_006,5
030995_002,1
007633_005,4
009342_001,0
008209_009,8
017001_001,0
024944_009,8
022313_006,5
027576_002,1
004022_002,1
021647_009,8
010221_009,8
009157_002,1
036476_002,1
001163_005,4
013854_002,1
005523_001,0
026282_002,1
039589_001,0
002285_001,0
017553_006,5
023452_002,1
036890_009,8
008167_007,6
002425_002,1
012978_002,1
003741_006,5
035247_001,0
006758_008,7
030460_005,4
029730_001,0
011593_003,2
015491_008,7
039927_001,0
038309_008,7
001697_007,6
033444_002,1
002586_002,1
004840_001,0
037155_008,7
037293_006,5
005063_003,2
031314_003,2
033273_005,4
002762_005,4
035870_001,0
023592_004,3
002579_003,2
020092_007,6
009402_007,6
033452_006,5
031824_005,4
010530_001,0
028564_002,1
006951_001,0
034786_006,5
027233_006,5
033292_001,0
028808_001,0
036806_002,1
023290_002,1
012922_007,6
012761_005,4
028867_002,1
023820_007,6
026817_002,1
015523_008,7
014290_006,5
030984_006,5
038692_008,7
009765_003,2
005540_001,0
036032_002,1
034498_007,6
019772_005,4
017322_007,6
015764_007,6
024167_002,1
012342_001,0
038139_001,0
009655_001,0
001234_008,7
033952_003,2
013850_008,7
023961_008,7
019645_007,6
027454_002,1
005174_001,0
027629_003,2
037109_002,1
025054_006,5
022319_002,1
014726_007,6
003977_005,4
027305_002,1
014303_003,2
013204_007,6
035558_001,0
016848_007,6
015187_007,6
038731_007,6
035320_006,5
020811_001,0
001405_006,5
005813_009,8
027368_001,0
019066_009,8
038937_001,0
034317_006,5
015683_006,5
000524_001,0
019874_001,0
024722_002,1
028740_003,2
003074_007,6
014538_005,4
022460_002,1
021407_007,6
000777_001,0
000575_008,7
022107_001,0
000620_002,1
018577_001,0
019124_002,1
037498_002,1
035744_003,2
004126_003,2
033305_003,2
025960_006,5
009419_008,7
010506_002,1
027315_009,8
036958_007,6
025932_008,7
032815_009,8
000169_006,5
020602_002,1
037269_005,4
005430_001,0
005774_001,0
013425_003,2
000539_001,0
029053_008,7
031094_007,6
013274_008,7
032712_004,3
010192_001,0
025175_002,1
033581_001,0
030959_008,7
028942_001,0
029744_009,8
011831_004,3
002581_001,0
007705_006,5
034785_004,3
008281_007,6
026869_002,1
024123_009,8
037712_001,0
001283_007,6
012434_006,5
025463_001,0
007394_003,2
006785_002,1
003438_006,5
018509_001,0
036174_002,1
001224_009,8
025422_002,1
027166_002,1
021620_002,1
006850_002,1
014713_001,0
001390_007,6
036669_001,0
029819_002,1
011869_002,1
038876_008,7
011585_005,4
038921_002,1
005790_009,8
012675_005,4
006565_001,0
026236_005,4
021431_002,1
037114_005,4
032816_002,1
013888_002,1
037328_001,0
015816_005,4
009359_001,0
024331_001,0
005991_004,3
017969_006,5
030220_001,0
030849_001,0
012734_006,5
017788_003,2
000936_002,1
032114_006,5
035477_001,0
015839_001,0
035453_001,0
031944_003,2
013325_002,1
036033_001,0
020396_002,1
007022_009,8
022951_001,0
007693_001,0
022977_009,8
026673_001,0
037207_002,1
037853_001,0
023618_001,0
003253_002,1
015663_004,3
014920_006,5
009653_001,0
006364_007,6
003878_006,5
003628_002,1
020288_002,1
024319_002,1
030732_008,7
013797_001,0
007935_007,6
036390_001,0
023192_002,1
029562_009,8
024814_007,6
026936_003,2
011547_009,8
022295_004,3
017298_004,3
023442_009,8
008803_002,1
017267_003,2
038081_007,6
029706_007,6
002503_007,6
033371_003,2
008501_003,2
006089_009,8
016927_006,5
038574_002,1
017607_006,5
014736_004,3
002478_009,8
015872_002,1
007199_002,1
023574_002,1
029693_006,5
001598_007,6
008115_001,0
011296_005,4
027487_001,0
030520_002,1
005546_001,0
032988_001,0
007211_002,1
020384_001,0
030153_002,1
024114_002,1
038576_001,0
012291_001,0
037089_003,2
029199_001,0
026739_006,5
001952_001,0
018346_001,0
008134_006,5
005385_001,0
019506_008,7
033261_006,5
037198_008,7
003078_006,5
036826_007,6
014511_009,8
028454_006,5
000913_006,5
020848_002,1
025522_006,5
028850_007,6
002680_007,6
016880_002,1
036819_006,5
023757_001,0
015729_001,0
010424_005,4
039413_004,3
004624_008,7
035288_002,1
039164_006,5
018739_003,2
032205_001,0
026299_005,4
001149_006,5
036694_006,5
009361_001,0
019252_002,1
012209_003,2
031288_006,5
021942_006,5
010659_006,5
036171_002,1
009029_007,6
018227_001,0
034394_005,4
008626_001,0
031964_004,3
004428_001,0
028585_008,7
036361_001,0
010520_002,1
013378_002,1
003470_003,2
028137_007,6
028409_001,0
009040_009,8
003234_002,1
036189_004,3
006599_001,0
011716_006,5
035452_007,6
036892_001,0
020181_003,2
008651_002,1
024202_001,0
018622_007,6
027574_004,3
013918_001,0
014972_002,1
031540_006,5
007321_001,0
000996_007,6
038980_003,2
006296_005,4
009960_003,2
033182_006,5
009133_006,5
037876_002,1
003662_003,2
001693_001,0
025185_001,0
039725_001,0
019057_002,1
010496_008,7
001562_002,1
026131_008,7
018661_008,7
019861_003,2
016690_009,8
017937_006,5
038939_001,0
035003_001,0
017275_001,0
034483_004,3
036021_007,6
015941_005,4
003749_008,7
019104_001,0
012397_002,1
012757_007,6
017260_008,7
017853_002,1
025015_001,0
034554_008,7
039106_002,1
025699_002,1
028412_001,0
009587_002,1
009748_009,8
001259_006,5
007662_006,5
031811_009,8
000530_001,0
038732_003,2
025772_008,7
011557_002,1
030858_008,7
025345_008,7
035605_007,6
008767_005,4
002854_001,0
019533_007,6
033200_007,6
021144_006,5
039695_004,3
018328_001,0
005577_003,2
028694_008,7
029757_006,5
012403_009,8
029477_008,7
034725_007,6
036681_001,0
012292_003,2
020074_008,7
013419_009,8
000401_008,7
008459_006,5
031361_001,0
018318_001,0
020308_007,6
031801_006,5
030174_009,8
007901_002,1
019823_005,4
036494_002,1
027560_003,2
028193_002,1
009545_006,5
007687_001,0
000251_006,5
019806_001,0
030461_005,4
024203_007,6
039480_009,8
019968_005,4
022676_002,1
038405_001,0
032593_007,6
006266_008,7
009839_009,8
003681_006,5
039021_001,0
010004_001,0
031459_006,5
013647_001,0
029262_005,4
027336_005,4
025502_001,0
005438_001,0
006405_007,6
018298_009,8
010754_003,2
033688_006,5
027590_009,8
019191_002,1
001925_006,5
029062_002,1
004779_005,4
036395_006,5
034395_006,5
014601_006,5
028453_001,0
001370_001,0
035888_006,5
010471_006,5
026068_003,2
010684_006,5
032459_006,5
014116_008,7
009938_005,4
000647_004,3
015086_007,6
005764_008,7
015304_003,2
019818_001,0
025045_006,5
008335_002,1
022739_006,5
029034_002,1
026776_009,8
019115_001,0
029853_001,0
012412_002,1
027862_001,0
038082_005,4
017967_008,7
038670_002,1
017273_006,5
032331_007,6
016166_001,0
036270_002,1
019642_001,0
024936_006,5
023274_002,1
024630_002,1
000559_002,1
004370_002,1
035050_005,4
004610_006,5
008452_008,7
011747_005,4
033505_007,6
025624_001,0
014909_001,0
005785_002,1
032699_006,5
008661_005,4
039041_006,5
036276_006,5
023839_005,4
024703_001,0
037573_003,2
037609_005,4
024302_001,0
017430_001,0
035769_001,0
008957_001,0
014830_001,0
011055_001,0
025868_001,0
026012_008,7
025226_001,0
039545_002,1
011588_002,1
030121_003,2
022511_001,0
004225_003,2
035792_002,1
017201_002,1
005248_002,1
003796_006,5
020460_001,0
024511_002,1
001563_007,6
021442_009,8
030920_006,5
008117_005,4
025332_002,1
038995_009,8
036239_001,0
021760_001,0
018901_006,5
006383_006,5
006023_008,7
016353_003,2
032185_005,4
024542_001,0
007293_009,8
010732_001,0
017027_006,5
004612_004,3
020211_007,6
007473_008,7
008120_001,0
025212_003,2
022755_002,1
018282_001,0
002901_009,8
013673_004,3
002731_006,5
009805_005,4
010258_003,2
005859_007,6
039527_002,1
018182_002,1
022783_001,0
020926_003,2
001052_007,6
003475_006,5
033874_002,1
001798_004,3
034929_005,4
003356_002,1
001713_002,1
005452_002,1
014526_001,0
013048_003,2
012196_005,4
031831_001,0
012218_002,1
036146_007,6
007451_008,7
028685_003,2
004105_005,4
039568_009,8
032218_002,1
032677_008,7
002884_003,2
037148_001,0
009353_009,8
000515_001,0
035346_002,1
009764_006,5
024595_002,1
024433_001,0
034766_005,4
007423_009,8
026998_004,3
004311_001,0
010269_002,1
038373_008,7
030901_002,1
013535_002,1
013659_001,0
024515_003,2
028078_006,5
033634_007,6
009667_006,5
034957_005,4
038145_005,4
019870_001,0
032342_002,1
017901_006,5
011843_002,1
003962_005,4
014786_001,0
006689_009,8
010181_002,1
003670_007,6
027349_001,0
023899_002,1
020967_001,0
025574_001,0
015897_001,0
007455_005,4
010292_001,0
028811_003,2
029737_005,4
001479_002,1
005235_008,7
009185_003,2
019580_001,0
018652_005,4
019203_002,1
004805_002,1
006198_007,6
002936_009,8
013567_005,4
016102_001,0
027371_002,1
035074_006,5
033306_001,0
033475_007,6
030934_006,5
005271_001,0
020753_002,1
009863_002,1
024983_009,8
014646_002,1
001923_004,3
028359_006,5
017952_001,0
014195_003,2
020756_001,0
005533_001,0
033919_006,5
010249_007,6
012930_002,1
001265_001,0
037340_006,5
019775_006,5
029312_002,1
016040_007,6
012096_001,0
000840_001,0
008581_006,5
019924_001,0
021232_003,2
009074_009,8
012584_006,5
013352_006,5
023132_009,8
005422_001,0
013328_001,0
019064_007,6
006677_005,4
014767_006,5
011235_002,1
030158_002,1
023137_007,6
039633_006,5
021521_001,0
007419_009,8
003736_003,2
033320_003,2
036016_001,0
019349_002,1
005007_006,5
027107_007,6
012021_001,0
001364_002,1
017827_001,0
003217_003,2
039000_001,0
003125_001,0
022458_006,5
012061_006,5
031871_001,0
029937_007,6
014312_002,1
017166_001,0
000285_001,0
028059_006,5
031179_001,0
039335_004,3
038919_009,8
032498_007,6
006176_001,0
035194_002,1
012994_001,0
038286_004,3
011232_001,0
019307_002,1
007303_005,4
009637_002,1
028402_006,5
003242_007,6
022922_003,2
022359_006,5
039813_002,1
006795_002,1
039665_008,7
003263_007,6
002323_001,0
010479_006,5
035620_009,8
010861_002,1
032240_009,8
004221_002,1
037639_007,6
014663_002,1
010226_004,3
038480_004,3
031242_001,0
001021_006,5
013841_007,6
037502_001,0
019177_001,0
018723_006,5
030783_008,7
003740_003,2
014036_001,0
010433_001,0
004092_008,7
003627_002,1
022344_005,4
030977_006,5
021702_001,0
006185_001,0
025512_007,6
035555_003,2
036000_009,8
027301_001,0
029090_007,6
006837_009,8
005439_002,1
028236_001,0
022453_008,7
000724_005,4
010681_003,2
035793_001,0
017692_005,4
024557_008,7
002890_002,1
032568_008,7
018882_002,1
001029_006,5
033075_007,6
023547_002,1
009769_006,5
029085_006,5
010071_005,4
022710_002,1
001386_002,1
018266_006,5
007915_003,2
013802_007,6
009176_002,1
034603_009,8
000498_009,8
028485_007,6
017390_001,0
032192_001,0
031193_005,4
025937_001,0
016557_001,0
001779_003,2
039100_003,2
039052_008,7
011369_005,4
012161_001,0
031617_001,0
032291_007,6
014924_001,0
025289_006,5
002373_006,5
000888_001,0
008129_004,3
008242_001,0
014275_006,5
022728_001,0
007730_008,7
025150_001,0
030839_001,0
033783_005,4
019427_005,4
015806_001,0
003803_005,4
038161_007,6
028301_006,5
033325_002,1
025803_009,8
004198_006,5
031822_005,4
034871_006,5
005703_009,8
006286_008,7
032820_006,5
008132_002,1
038994_001,0
002525_001,0
017461_006,5
004145_007,6
000307_006,5
021662_001,0
004996_002,1
005109_002,1
024148_002,1
034687_001,0
038842_005,4
027745_006,5
021871_002,1
025983_006,5
019267_001,0
019860_005,4
016914_001,0
034615_002,1
006174_006,5
022851_005,4
014914_002,1
008899_001,0
039318_004,3
005501_006,5
008866_009,8
015866_001,0
012221_004,3
003347_008,7
009510_008,7
006130_001,0
020554_008,7
015404_007,6
021519_001,0
031581_006,5
016544_003,2
032902_002,1
032687_002,1
036218_001,0
007984_002,1
021746_008,7
013634_007,6
001044_007,6
004692_003,2
000849_002,1
002928_001,0
039519_002,1
022427_003,2
023019_004,3
026192_007,6
020849_005,4
029156_006,5
021666_003,2
020972_009,8
038236_003,2
019574_006,5
030993_002,1
005414_006,5
038122_007,6
014479_003,2
006188_007,6
021792_003,2
022539_002,1
011896_009,8
007277_006,5
026809_001,0
001412_001,0
027085_002,1
000711_001,0
031024_005,4
011520_008,7
038992_001,0
008128_008,7
007865_005,4
026886_008,7
000295_001,0
023257_001,0
004991_006,5
025799_005,4
020470_002,1
033085_001,0
016199_006,5
024376_006,5
036954_001,0
039553_001,0
006929_001,0
028795_007,6
014400_004,3
035450_008,7
030369_006,5
025331_002,1
005318_001,0
030713_001,0
007635_007,6
029681_002,1
013348_002,1
032458_007,6
008700_006,5
018415_007,6
004987_003,2
003334_001,0
008977_002,1
036567_008,7
027532_006,5
024421_008,7
025060_009,8
036554_009,8
027104_002,1
023756_004,3
002465_001,0
030475_002,1
038585_001,0
022166_005,4
014424_006,5
024230_005,4
037252_006,5
013244_006,5
036500_002,1
002453_001,0
036094_006,5
002699_001,0
023611_006,5
008503_002,1
020268_009,8
004055_003,2
001760_002,1
038856_009,8
035904_002,1
003905_003,2
039926_001,0
033264_008,7
004998_001,0
003578_006,5
008889_004,3
036850_004,3
011038_002,1
023104_005,4
016117_005,4
015075_001,0
023007_008,7
034790_001,0
023744_005,4
013068_003,2
039271_002,1
013633_003,2
016466_001,0
005625_007,6
005527_005,4
038952_006,5
028763_001,0
035688_007,6
011313_006,5
007152_004,3
013079_001,0
004495_003,2
011499_001,0
008990_008,7
018314_003,2
037209_009,8
021114_002,1
039306_006,5
037514_007,6
004407_002,1
006108_005,4
035421_003,2
022345_007,6
020368_009,8
014917_004,3
013892_003,2
025631_005,4
003418_005,4
023548_001,0
000290_004,3
012337_009,8
034261_001,0
025245_009,8
033747_001,0
018629_007,6
011211_001,0
032453_004,3
029760_002,1
002527_006,5
002965_005,4
021346_001,0
020429_002,1
031685_001,0
038725_008,7
037001_006,5
036193_005,4
024246_003,2
027453_007,6
021672_002,1
014737_001,0
018945_009,8
037358_005,4
005291_002,1
006088_001,0
008389_006,5
023614_002,1
036703_005,4
033798_002,1
033524_005,4
021390_002,1
036355_007,6
033195_001,0
006099_009,8
025892_003,2
000067_007,6
028793_004,3
011154_001,0
006595_005,4
007975_007,6
034210_002,1
014626_006,5
022685_006,5
032355_002,1
001550_005,4
005766_004,3
017479_007,6
009760_006,5
025603_006,5
018331_004,3
036486_005,4
030990_001,0
014016_003,2
012892_006,5
038771_001,0
014900_001,0
015229_006,5
013805_007,6
038923_002,1
016613_002,1
012827_005,4
017000_002,1
037422_003,2
010887_009,8
016555_001,0
036396_008,7
005485_001,0
007405_001,0
038143_002,1
003929_001,0
022502_002,1
020545_001,0
005296_008,7
028252_002,1
023022_001,0
012704_001,0
007769_002,1
025282_001,0
014641_007,6
008143_006,5
038668_001,0
032824_007,6
009607_001,0
037626_005,4
010201_003,2
033287_002,1
027813_002,1
026452_009,8
006090_009,8
007929_001,0
011151_001,0
015092_001,0
010937_009,8
015484_001,0
017696_002,1
027984_002,1
038299_007,6
012460_007,6
013981_005,4
010284_006,5
030424_002,1
038927_002,1
015677_006,5
022516_002,1
035927_005,4
005149_002,1
000247_009,8
020478_002,1
026117_009,8
021894_002,1
028317_007,6
021146_002,1
027099_007,6
023697_009,8
006265_002,1
025465_002,1
024313_007,6
031856_002,1
001221_002,1
023306_002,1
033146_009,8
008001_007,6
014340_006,5
020766_001,0
024806_005,4
039198_006,5
000979_005,4
024588_003,2
026905_004,3
010781_006,5
010698_002,1
023775_004,3
004147_002,1
013315_002,1
027026_008,7
018791_009,8
005664_001,0
003406_002,1
011018_007,6
004379_002,1
037600_001,0
018980_003,2
021914_003,2
019593_001,0
002207_007,6
025988_005,4
012179_005,4
024791_005,4
028670_001,0
010096_001,0
005279_005,4
005876_005,4
010769_009,8
003174_005,4
007977_006,5
039426_001,0
026221_001,0
036903_006,5
021083_001,0
025173_004,3
029016_007,6
002135_001,0
016864_001,0
038764_002,1
033157_002,1
023260_003,2
019262_001,0
001921_001,0
005232_003,2
005144_001,0
032235_009,8
025238_003,2
003812_006,5
037324_004,3
020034_002,1
005502_001,0
031177_009,8
029420_005,4
010549_006,5
023390_001,0
017305_002,1
029261_001,0
018985_001,0
024658_006,5
014084_001,0
020910_006,5
039570_007,6
037436_005,4
025978_002,1
003308_002,1
034423_005,4
008135_006,5
030102_007,6
022120_002,1
024615_005,4
017206_006,5
022824_006,5
002814_006,5
006702_001,0
024236_002,1
006235_003,2
021843_001,0
034035_009,8
030108_001,0
038317_002,1
005902_001,0
021123_002,1
030981_005,4
026028_005,4
032115_002,1
014181_008,7
017005_008,7
015765_002,1
030889_009,8
038458_001,0
024258_003,2
034838_004,3
021724_002,1
008570_001,0
001284_003,2
011810_003,2
028254_002,1
018784_005,4
030194_002,1
007549_009,8
016863_007,6
032405_002,1
037286_001,0
023996_009,8
037159_001,0
020530_006,5
017587_006,5
015620_005,4
005620_009,8
028508_001,0
037170_003,2
010021_006,5
039302_002,1
031053_001,0
017240_008,7
039061_001,0
024467_005,4
038766_002,1
023887_006,5
008972_005,4
029741_003,2
027064_006,5
021295_002,1
024905_009,8
000334_001,0
003003_001,0
036652_001,0
021075_003,2
019688_006,5
036829_003,2
027939_006,5
027238_001,0
022664_002,1
004655_007,6
016657_001,0
011895_001,0
031089_009,8
010139_001,0
006968_001,0
002361_009,8
012426_002,1
018360_003,2
016712_006,5
030229_001,0
017071_002,1
019551_006,5
029151_006,5
024485_008,7
015402_005,4
035451_005,4
029046_006,5
032469_001,0
000960_001,0
018819_003,2
001663_005,4
001851_002,1
019187_006,5
027825_006,5
007338_006,5
030650_001,0
026023_001,0
021433_003,2
033072_007,6
038924_001,0
019378_001,0
024883_008,7
006376_002,1
029855_001,0
011196_002,1
019748_008,7
027485_005,4
006256_001,0
002504_004,3
037583_007,6
017779_002,1
015838_004,3
029704_004,3
029958_008,7
033653_003,2
015543_009,8
002713_005,4
035776_001,0
019531_001,0
021742_002,1
027617_002,1
015218_008,7
038559_002,1
008388_009,8
024795_008,7
026231_001,0
023324_008,7
027477_003,2
005354_006,5
005043_001,0
012020_001,0
022606_001,0
027297_008,7
021043_001,0
037333_009,8
005472_009,8
011380_002,1
025310_008,7
038287_009,8
024982_005,4
013930_001,0
017942_001,0
012222_001,0
023407_006,5
014292_002,1
000424_001,0
029135_009,8
012411_009,8
026058_001,0
034789_002,1
018587_006,5
018690_008,7
024079_001,0
015325_009,8
033052_003,2
009134_001,0
000968_001,0
003212_007,6
013275_007,6
003563_002,1
003630_001,0
000583_002,1
017688_008,7
030156_004,3
024317_008,7
032604_009,8
012417_008,7
035775_002,1
031592_005,4
034712_008,7
032241_007,6
029982_002,1
009103_007,6
021927_002,1
023703_005,4
023313_003,2
033909_008,7
036071_002,1
036227_005,4
019086_006,5
024104_002,1
012874_003,2
038941_009,8
026069_001,0
028251_002,1
019716_001,0
031425_004,3
023298_008,7
028479_001,0
011673_001,0
015336_002,1
037919_003,2
005054_004,3
019036_006,5
004362_001,0
011281_001,0
025907_006,5
026999_001,0
013911_002,1
003601_003,2
012125_002,1
013820_001,0
033427_002,1
016106_003,2
018317_001,0
034133_006,5
032020_001,0
020935_006,5
012872_007,6
021059_007,6
011736_002,1
031158_004,3
025166_004,3
029713_003,2
016813_001,0
001344_002,1
022998_009,8
035703_009,8
037637_004,3
035634_002,1
000531_007,6
020347_006,5
025912_001,0
037976_001,0
002104_005,4
012044_003,2
033476_004,3
017678_007,6
014749_002,1
017170_003,2
004086_002,1
037142_005,4
008279_008,7
008204_001,0
000263_008,7
011971_003,2
014474_001,0
002927_006,5
035189_007,6
005274_006,5
007825_007,6
039810_002,1
003335_002,1
035098_001,0
022823_003,2
015335_007,6
016079_002,1
038067_006,5
013394_008,7
027586_009,8
028477_008,7
002028_006,5
018883_007,6
004280_002,1
034660_002,1
034990_001,0
003848_005,4
027132_007,6
017429_002,1
016621_006,5
000731_002,1
001532_001,0
016611_008,7
011765_009,8
019542_003,2
005964_001,0
010639_001,0
008429_002,1
017493_002,1
039038_002,1
001474_006,5
028433_001,0
029236_006,5
028741_006,5
020355_003,2
005942_005,4
025434_006,5
001865_003,2
026008_001,0
019699_001,0
026086_006,5
008157_002,1
021606_005,4
009468_009,8
025663_006,5
034890_001,0
031236_001,0
008630_002,1
034828_003,2
013027_006,5
006707_001,0
023253_006,5
028004_003,2
032497_004,3
037077_002,1
012033_004,3
025087_002,1
017104_002,1
032560_003,2
011143_001,0
029169_006,5
030917_002,1
021424_005,4
029661_002,1
010721_004,3
000108_006,5
017964_009,8
024760_001,0
039993_004,3
031008_009,8
009890_005,4
000464_006,5
033576_006,5
027049_001,0
039883_001,0
034141_001,0
021993_002,1
002367_001,0
019127_002,1
002355_002,1
021777_001,0
017254_003,2
012925_009,8
007546_005,4
038597_009,8
000664_001,0
028996_008,7
024688_001,0
017754_002,1
012068_009,8
031133_001,0
024582_002,1
023938_001,0
028504_005,4
006449_005,4
011752_001,0
004383_002,1
037778_009,8
013516_009,8
036801_001,0
000722_001,0
004909_007,6
036854_001,0
038517_009,8
034455_001,0
026974_007,6
001458_001,0
007106_001,0
029275_008,7
016510_001,0
028516_009,8
001661_007,6
002112_005,4
004731_001,0
039314_005,4
036783_009,8
022382_002,1
000129_001,0
028827_002,1
022017_009,8
012558_006,5
016650_005,4
007364_002,1
039657_003,2
006136_009,8
023356_005,4
033734_003,2
037146_005,4
009963_003,2
034507_002,1
036740_003,2
001119_001,0
038460_009,8
023317_006,5
012846_001,0
033714_002,1
014382_005,4
035932_001,0
027665_003,2
025601_007,6
023288_001,0
000937_002,1
025965_001,0
007878_002,1
035612_006,5
038719_001,0
013741_008,7
022112_004,3
011760_006,5
037241_005,4
029683_002,1
004234_008,7
021924_003,2
006539_008,7
017297_002,1
037156_003,2
035687_002,1
011103_001,0
005151_006,5
000385_001,0
039875_001,0
034295_001,0
037980_001,0
013459_006,5
030063_005,4
015127_002,1
013590_002,1
010594_002,1
016459_002,1
003964_007,6
019527_001,0
016255_001,0
003378_007,6
015709_006,5
003463_007,6
030170_006,5
015970_006,5
025900_001,0
017817_005,4
008109_007,6
000533_001,0
012775_009,8
011465_006,5
001889_009,8
033852_004,3
010924_007,6
019281_007,6
008270_002,1
022234_003,2
024276_001,0
035794_002,1
035498_003,2
029658_001,0
007994_001,0
026457_007,6
017034_007,6
012563_009,8
016157_008,7
006606_001,0
024452_009,8
007595_001,0
008893_002,1
035099_001,0
028799_008,7
036042_007,6
025470_002,1
033179_006,5
026417_003,2
013200_002,1
007411_001,0
017680_002,1
028721_003,2
034793_001,0
035754_001,0
011903_001,0
021065_006,5
022105_006,5
009105_006,5
028398_006,5
000280_005,4
029798_005,4
032821_002,1
004963_004,3
015088_002,1
013109_001,0
015623_001,0
011451_005,4
002276_001,0
037924_002,1
000331_007,6
010023_001,0
029382_009,8
005728_004,3
026297_006,5
016163_002,1
038865_001,0
038386_006,5
010134_005,4
021687_008,7
010664_002,1
027344_008,7
034037_002,1
004861_006,5
026841_001,0
021147_003,2
037070_003,2
022947_006,5
022121_001,0
031072_007,6
009455_002,1
026094_002,1
015996_007,6
035535_009,8
025121_001,0
035789_003,2
038705_008,7
000599_001,0
027707_003,2
009440_006,5
033198_001,0
035891_001,0
015112_009,8
015267_001,0
029785_009,8
019529_006,5
039018_001,0
023526_003,2
021778_007,6
026102_006,5
033820_006,5
012996_001,0
014690_007,6
021696_006,5
011310_002,1
035952_007,6
020098_001,0
024556_001,0
017302_001,0
021270_007,6
037899_005,4
007342_001,0
008993_006,5
029850_003,2
026151_001,0
008930_002,1
035696_009,8
003546_002,1
003114_004,3
018191_006,5
027479_001,0
003345_001,0
032906_001,0
039581_003,2
019080_007,6
029770_009,8
035022_001,0
012207_001,0
021593_002,1
034996_001,0
017832_001,0
018010_003,2
030492_002,1
035224_007,6
014918_005,4
035700_001,0
012393_008,7
030605_002,1
036492_009,8
033458_003,2
028924_007,6
008188_007,6
005178_009,8
026105_001,0
009852_004,3
009966_008,7
004605_001,0
028510_003,2
036253_003,2
038267_002,1
037802_006,5
012072_008,7
033013_001,0
035936_002,1
009196_004,3
039056_007,6
007828_007,6
006467_002,1
004509_001,0
003807_009,8
000855_004,3
029952_002,1
022917_005,4
020994_003,2
018635_007,6
001730_003,2
014248_002,1
012332_006,5
019881_006,5
037986_003,2
000306_002,1
037472_003,2
005200_005,4
037308_003,2
016706_003,2
033316_004,3
020303_006,5
020917_007,6
028287_002,1
025369_001,0
034876_001,0
002470_006,5
035119_005,4
021492_007,6
010239_005,4
006257_001,0
020984_002,1
005421_008,7
035624_002,1
035817_001,0
011480_001,0
009847_006,5
024640_006,5
012273_007,6
028349_005,4
015728_001,0
029131_006,5
021887_001,0
017024_006,5
010629_006,5
034450_009,8
021331_008,7
034899_005,4
022287_006,5
038068_006,5
011592_006,5
001934_008,7
011541_006,5
032814_007,6
022128_002,1
002842_009,8
010059_002,1
015058_002,1
000696_001,0
005524_002,1
035513_009,8
011068_007,6
019328_004,3
018858_001,0
025403_002,1
029405_009,8
014915_007,6
022724_002,1
003769_008,7
022273_006,5
